,Food,Location,Week,Month,Amt_bought,Amt_Consumed,Wastage
3740,Fries,Ike's,8,2,7.7,6.3,1.4
3741,Fries,Akino sushi,8,2,8.3,1.3,7.0
3742,Burger,Southside,12,3,2.3,0.7,1.6
3743,Parmesan cheese,Southside,6,2,3.2,3.2,0.0
3744,Pork,Ike's,10,3,7.6,4.5,3.1
3745,Fries,Akino sushi,6,2,1.9,0.9,1.0
3746,Beans,Blaze pizza,6,2,9.9,7.0,2.9
3747,Parmesan cheese,Flip kitchen,6,2,5.4,2.9,2.5
3748,Parmesan cheese,Chipotle,3,1,8.0,5.8,2.2
3749,Beans,Southside,3,1,6.8,1.8,5.0
3750,Tune,Nue Vegan,10,3,4.3,0.5,3.8
3751,Pork,Chipotle,2,1,4.1,2.0,2.1
3752,Pork,Globe,6,2,6.0,2.5,3.5
3753,Beans,Flip kitchen,2,1,6.5,3.0,3.5
3754,Beef,Blaze pizza,8,2,8.6,3.8,4.8
3755,Drumsticks,Globe,2,1,5.4,1.0,4.4
3756,Chicken,Akino sushi,5,2,9.4,7.6,1.8
3757,Drumsticks,Ike's,7,2,3.9,1.1,2.8
3758,Fries,Chick-fil-a,2,1,6.7,2.2,4.5
3759,Pizza,Globe,11,3,3.7,3.1,0.6
3760,Pork,Globe,11,3,8.8,3.6,5.2
3761,Tune,Blaze pizza,2,1,9.4,4.6,4.8
3762,Salad,Akino sushi,1,1,8.2,3.8,4.4
3763,Chicken,Nue Vegan,4,1,1.5,1.5,0.0
3764,Fries,Akino sushi,11,3,2.6,1.0,1.6
3765,Fries,Nue Vegan,2,1,4.8,3.4,1.4
3766,Parmesan cheese,Ike's,6,2,7.8,6.8,1.0
3767,Beans,Southside,9,3,7.1,1.0,6.1
3768,Salad,Akino sushi,1,1,9.9,0.9,9.0
3769,Beef,Akino sushi,8,2,4.0,0.6,3.4
3770,Drumsticks,Nue Vegan,1,1,4.8,0.8,4.0
3771,Fries,Halal Guys,9,3,2.9,2.1,0.8
3772,Parmesan cheese,Globe,8,2,5.8,2.9,2.9
3773,Salad,Akino sushi,7,2,2.2,0.7,1.5
3774,Drumsticks,Globe,4,1,1.5,0.4,1.1
3775,Fries,Nue Vegan,9,3,8.1,5.0,3.1
3776,Beans,Flip kitchen,10,3,4.6,0.3,4.3
3777,Parmesan cheese,Chipotle,4,1,1.5,0.0,1.5
3778,Beans,Akino sushi,2,1,5.4,4.4,1.0
3779,Drumsticks,Akino sushi,4,1,6.6,0.3,6.3
3780,Chicken,Akino sushi,10,3,4.6,1.3,3.3
3781,Fries,Nue Vegan,10,3,4.6,2.9,1.7
3782,Beef,Globe,9,3,9.1,2.1,7.0
3783,Beans,Ike's,9,3,5.3,2.2,3.1
3784,Drumsticks,Chick-fil-a,10,3,1.3,1.2,0.1
3785,Chicken,Chipotle,9,3,8.5,6.4,2.1
3786,Drumsticks,Chick-fil-a,7,2,4.8,1.5,3.3
3787,Chicken,Ike's,2,1,1.6,0.9,0.7
3788,Salad,Globe,3,1,3.5,2.9,0.6
3789,Parmesan cheese,Blaze pizza,3,1,3.1,2.4,0.7
3790,Beef,Akino sushi,11,3,8.8,7.3,1.5
3791,Tune,Halal Guys,5,2,3.5,0.7,2.8
3792,Parmesan cheese,Flip kitchen,10,3,9.4,4.2,5.2
3793,Salad,Blaze pizza,4,1,5.7,4.0,1.7
3794,Drumsticks,Nue Vegan,1,1,5.2,1.2,4.0
3795,Fries,Blaze pizza,3,1,6.7,5.0,1.7
3796,Beef,Globe,9,3,8.1,7.7,0.4
3797,Beans,Akino sushi,12,3,6.0,3.5,2.5
3798,Beans,Chipotle,8,2,2.7,0.7,2.0
3799,Pizza,Akino sushi,6,2,6.9,0.6,6.3
3800,Salad,Chipotle,10,3,7.9,6.5,1.4
3801,Burger,Halal Guys,5,2,7.3,6.5,0.8
3802,Tune,Flip kitchen,1,1,9.3,6.8,2.5
3803,Beans,Akino sushi,10,3,8.6,5.9,2.7
3804,Pork,Chick-fil-a,2,1,3.8,0.5,3.3
3805,Beef,Halal Guys,1,1,10.0,0.7,9.3
3806,Drumsticks,Globe,6,2,2.4,2.0,0.4
3807,Pork,Chick-fil-a,7,2,3.4,0.4,3.0
3808,Tune,Globe,10,3,1.8,1.6,0.2
3809,Beans,Nue Vegan,10,3,1.3,0.4,0.9
3810,Fries,Chipotle,3,1,5.6,1.6,4.0
3811,Fries,Halal Guys,4,1,2.0,1.5,0.5
3812,Fries,Ike's,10,3,1.8,1.3,0.5
3813,Parmesan cheese,Halal Guys,2,1,4.5,1.2,3.3
3814,Chicken,Southside,11,3,3.1,2.0,1.1
3815,Chicken,Akino sushi,3,1,5.6,1.6,4.0
3816,Burger,Nue Vegan,7,2,9.3,1.7,7.6
3817,Drumsticks,Nue Vegan,2,1,8.3,6.8,1.5
3818,Fries,Blaze pizza,7,2,1.4,1.0,0.4
3819,Pizza,Flip kitchen,11,3,7.0,5.5,1.5
3820,Chicken,Southside,10,3,7.5,7.4,0.1
3821,Tune,Ike's,8,2,2.0,1.9,0.1
3822,Chicken,Southside,3,1,3.9,2.7,1.2
3823,Tune,Halal Guys,6,2,7.2,2.1,5.1
3824,Drumsticks,Ike's,1,1,5.9,0.7,5.2
3825,Pizza,Flip kitchen,2,1,4.3,3.7,0.6
3826,Pizza,Nue Vegan,8,2,3.9,1.6,2.3
3827,Beans,Chick-fil-a,4,1,4.3,2.6,1.7
3828,Pork,Nue Vegan,3,1,8.0,5.1,2.9
3829,Drumsticks,Chipotle,9,3,7.8,5.7,2.1
3830,Salad,Chick-fil-a,11,3,1.7,0.3,1.4
3831,Pork,Akino sushi,7,2,10.0,5.8,4.2
3832,Beans,Akino sushi,12,3,8.2,0.6,7.6
3833,Fries,Akino sushi,6,2,5.3,1.4,3.9
3834,Beef,Akino sushi,8,2,3.9,3.0,0.9
3835,Chicken,Globe,9,3,5.1,0.4,4.7
3836,Beef,Southside,5,2,8.4,2.1,6.3
3837,Chicken,Ike's,6,2,3.2,1.5,1.7
3838,Chicken,Flip kitchen,12,3,5.8,4.6,1.2
3839,Salad,Southside,7,2,3.9,1.3,2.6
3840,Salad,Southside,2,1,9.5,0.3,9.2
3841,Fries,Flip kitchen,1,1,5.3,1.2,4.1
3842,Beans,Ike's,11,3,4.4,0.6,3.8
3843,Pork,Akino sushi,6,2,7.4,5.2,2.2
3844,Burger,Flip kitchen,8,2,6.2,1.6,4.6
3845,Salad,Flip kitchen,4,1,3.0,0.4,2.6
3846,Chicken,Chick-fil-a,6,2,3.4,0.2,3.2
3847,Pork,Flip kitchen,11,3,5.9,0.5,5.4
3848,Burger,Halal Guys,11,3,4.9,3.0,1.9
3849,Salad,Halal Guys,9,3,1.9,1.2,0.7
3850,Fries,Ike's,12,3,8.8,7.8,1.0
3851,Burger,Flip kitchen,12,3,8.5,0.1,8.4
3852,Chicken,Chick-fil-a,7,2,9.0,2.4,6.6
3853,Fries,Southside,12,3,5.3,4.7,0.6
3854,Burger,Ike's,6,2,7.8,2.6,5.2
3855,Tune,Akino sushi,12,3,1.7,0.9,0.8
3856,Salad,Flip kitchen,4,1,6.2,5.9,0.3
3857,Burger,Halal Guys,3,1,3.7,0.4,3.3
3858,Beef,Halal Guys,4,1,4.6,2.2,2.4
3859,Pork,Globe,10,3,1.5,1.2,0.3
3860,Fries,Chipotle,4,1,2.8,0.2,2.6
3861,Parmesan cheese,Southside,4,1,2.2,2.2,0.0
3862,Pizza,Chipotle,11,3,1.9,1.8,0.1
3863,Pork,Akino sushi,1,1,7.8,5.1,2.7
3864,Burger,Flip kitchen,11,3,4.6,2.4,2.2
3865,Chicken,Halal Guys,8,2,7.6,6.9,0.7
3866,Parmesan cheese,Ike's,1,1,2.4,2.2,0.2
3867,Parmesan cheese,Chick-fil-a,11,3,1.2,0.3,0.9
3868,Beans,Southside,7,2,7.4,4.8,2.6
3869,Parmesan cheese,Flip kitchen,12,3,8.8,8.2,0.6
3870,Beans,Nue Vegan,6,2,3.4,0.5,2.9
3871,Chicken,Blaze pizza,6,2,1.6,1.1,0.5
3872,Burger,Globe,4,1,5.5,5.1,0.4
3873,Tune,Ike's,9,3,2.6,2.1,0.5
3874,Beef,Halal Guys,1,1,7.5,2.1,5.4
3875,Pork,Ike's,4,1,4.9,1.1,3.8
3876,Chicken,Chick-fil-a,12,3,7.9,2.2,5.7
3877,Drumsticks,Chick-fil-a,9,3,5.2,3.1,2.1
3878,Pizza,Globe,6,2,9.0,1.4,7.6
3879,Parmesan cheese,Globe,11,3,4.3,0.1,4.2
3880,Beans,Southside,9,3,6.7,3.6,3.1
3881,Chicken,Chick-fil-a,11,3,2.9,2.4,0.5
3882,Fries,Blaze pizza,4,1,2.9,0.2,2.7
3883,Chicken,Blaze pizza,9,3,9.0,8.6,0.4
3884,Burger,Globe,11,3,8.5,6.7,1.8
3885,Tune,Flip kitchen,10,3,6.5,5.6,0.9
3886,Tune,Southside,10,3,8.0,2.7,5.3
3887,Chicken,Halal Guys,9,3,8.1,1.3,6.8
3888,Fries,Chipotle,1,1,3.2,2.5,0.7
3889,Beef,Nue Vegan,10,3,6.9,3.4,3.5
3890,Burger,Akino sushi,5,2,8.2,0.2,8.0
3891,Beef,Chick-fil-a,10,3,8.9,2.1,6.8
3892,Burger,Ike's,9,3,7.9,1.6,6.3
3893,Pork,Globe,1,1,7.2,3.7,3.5
3894,Pizza,Blaze pizza,1,1,4.3,1.5,2.8
3895,Fries,Nue Vegan,12,3,7.2,1.4,5.8
3896,Tune,Chipotle,7,2,3.2,1.2,2.0
3897,Pizza,Southside,8,2,9.7,9.0,0.7
3898,Parmesan cheese,Blaze pizza,11,3,5.4,5.2,0.2
3899,Fries,Ike's,9,3,6.5,4.4,2.1
3900,Fries,Southside,11,3,3.7,1.3,2.4
3901,Tune,Akino sushi,4,1,7.3,5.6,1.7
3902,Drumsticks,Chipotle,5,2,6.1,4.3,1.8
3903,Pizza,Flip kitchen,3,1,4.5,0.4,4.1
3904,Drumsticks,Chick-fil-a,5,2,9.2,1.5,7.7
3905,Drumsticks,Halal Guys,7,2,2.0,0.2,1.8
3906,Tune,Chipotle,12,3,5.0,1.2,3.8
3907,Pizza,Ike's,1,1,7.5,2.8,4.7
3908,Fries,Ike's,7,2,5.8,1.7,4.1
3909,Drumsticks,Chipotle,6,2,5.3,1.9,3.4
3910,Beef,Southside,1,1,9.7,0.6,9.1
3911,Tune,Flip kitchen,2,1,4.5,0.5,4.0
3912,Salad,Chipotle,9,3,7.1,6.3,0.8
3913,Tune,Globe,6,2,3.8,1.8,2.0
3914,Burger,Chipotle,8,2,1.3,0.2,1.1
3915,Beans,Nue Vegan,12,3,5.8,1.3,4.5
3916,Pork,Nue Vegan,1,1,6.6,5.2,1.4
3917,Beans,Globe,2,1,2.8,2.5,0.3
3918,Chicken,Akino sushi,3,1,1.7,0.6,1.1
3919,Chicken,Blaze pizza,10,3,8.8,3.9,4.9
3920,Chicken,Globe,2,1,3.9,1.0,2.9
3921,Pizza,Ike's,7,2,2.3,2.1,0.2
3922,Drumsticks,Southside,3,1,6.2,6.2,0.0
3923,Pork,Flip kitchen,1,1,9.3,2.9,6.4
3924,Chicken,Blaze pizza,4,1,1.8,1.3,0.5
3925,Burger,Southside,11,3,6.7,2.1,4.6
3926,Pizza,Southside,5,2,4.3,3.3,1.0
3927,Beans,Flip kitchen,3,1,5.2,5.1,0.1
3928,Beef,Ike's,3,1,8.3,3.3,5.0
3929,Parmesan cheese,Southside,3,1,5.0,0.1,4.9
3930,Burger,Chipotle,4,1,8.1,0.1,8.0
3931,Pizza,Akino sushi,4,1,1.2,0.4,0.8
3932,Burger,Chipotle,12,3,5.8,0.4,5.4
3933,Pork,Akino sushi,3,1,8.5,4.3,4.2
3934,Parmesan cheese,Flip kitchen,4,1,1.8,1.1,0.7
3935,Tune,Nue Vegan,3,1,5.2,1.9,3.3
3936,Tune,Ike's,8,2,2.0,1.6,0.4
3937,Parmesan cheese,Chipotle,4,1,5.9,3.8,2.1
3938,Parmesan cheese,Flip kitchen,10,3,5.6,4.6,1.0
3939,Fries,Globe,5,2,5.7,5.0,0.7
3940,Tune,Halal Guys,4,1,5.2,0.0,5.2
3941,Beef,Flip kitchen,9,3,6.1,1.3,4.8
3942,Beans,Akino sushi,6,2,4.7,4.2,0.5
3943,Parmesan cheese,Ike's,8,2,1.2,1.1,0.1
3944,Pork,Chipotle,12,3,2.5,2.0,0.5
3945,Beans,Ike's,8,2,3.4,0.4,3.0
3946,Chicken,Halal Guys,1,1,9.4,7.0,2.4
3947,Drumsticks,Blaze pizza,1,1,5.7,4.4,1.3
3948,Salad,Chick-fil-a,1,1,1.3,0.2,1.1
3949,Parmesan cheese,Akino sushi,9,3,7.3,0.1,7.2
3950,Parmesan cheese,Flip kitchen,10,3,2.2,2.0,0.2
3951,Pork,Southside,5,2,6.2,6.0,0.2
3952,Pork,Akino sushi,9,3,7.2,0.8,6.4
3953,Beans,Flip kitchen,6,2,9.3,2.0,7.3
3954,Salad,Southside,6,2,7.6,6.3,1.3
3955,Beans,Globe,11,3,1.4,0.1,1.3
3956,Tune,Globe,9,3,3.8,0.1,3.7
3957,Beef,Ike's,10,3,9.3,7.7,1.6
3958,Pork,Chick-fil-a,9,3,4.2,3.2,1.0
3959,Beans,Globe,7,2,3.0,1.9,1.1
3960,Tune,Chick-fil-a,5,2,4.6,4.4,0.2
3961,Burger,Halal Guys,1,1,9.8,4.1,5.7
3962,Pizza,Nue Vegan,7,2,4.1,0.1,4.0
3963,Pizza,Flip kitchen,5,2,6.2,4.3,1.9
3964,Fries,Southside,5,2,7.8,6.0,1.8
3965,Drumsticks,Chick-fil-a,8,2,3.4,0.3,3.1
3966,Tune,Flip kitchen,5,2,2.9,0.9,2.0
3967,Fries,Blaze pizza,3,1,5.6,2.3,3.3
3968,Pizza,Flip kitchen,2,1,8.8,4.0,4.8
3969,Pork,Halal Guys,6,2,2.7,2.7,0.0
3970,Pork,Nue Vegan,1,1,2.4,1.7,0.7
3971,Pork,Chipotle,11,3,9.9,9.5,0.4
3972,Tune,Globe,9,3,6.6,5.2,1.4
3973,Pizza,Chipotle,4,1,1.3,0.0,1.3
3974,Tune,Akino sushi,11,3,9.8,9.7,0.1
3975,Chicken,Globe,5,2,1.6,0.5,1.1
3976,Beef,Nue Vegan,4,1,8.1,7.6,0.5
3977,Pizza,Globe,12,3,8.9,6.7,2.2
3978,Salad,Chick-fil-a,11,3,5.5,3.6,1.9
3979,Drumsticks,Flip kitchen,2,1,4.1,3.6,0.5
3980,Salad,Akino sushi,7,2,3.3,2.9,0.4
3981,Chicken,Southside,2,1,8.6,1.1,7.5
3982,Parmesan cheese,Southside,2,1,7.7,6.0,1.7
3983,Drumsticks,Flip kitchen,1,1,4.6,3.3,1.3
3984,Burger,Akino sushi,2,1,7.5,4.2,3.3
3985,Parmesan cheese,Southside,9,3,9.3,3.9,5.4
3986,Parmesan cheese,Blaze pizza,7,2,4.6,0.8,3.8
3987,Tune,Halal Guys,2,1,2.8,2.1,0.7
3988,Salad,Chick-fil-a,2,1,7.9,2.8,5.1
3989,Salad,Halal Guys,10,3,9.9,7.2,2.7
3990,Chicken,Halal Guys,12,3,3.1,1.7,1.4
3991,Beef,Southside,6,2,3.5,3.3,0.2
3992,Fries,Southside,5,2,6.2,4.8,1.4
3993,Tune,Halal Guys,10,3,9.0,4.1,4.9
3994,Beans,Blaze pizza,2,1,7.0,6.9,0.1
3995,Pork,Chick-fil-a,9,3,2.6,0.4,2.2
3996,Pork,Flip kitchen,5,2,4.4,4.3,0.1
3997,Salad,Blaze pizza,4,1,5.7,3.6,2.1
3998,Burger,Flip kitchen,12,3,10.0,0.8,9.2
3999,Burger,Halal Guys,6,2,1.6,1.5,0.1
4000,Burger,Chipotle,7,2,8.4,7.0,1.4
4001,Fries,Chipotle,10,3,5.0,0.5,4.5
4002,Parmesan cheese,Globe,6,2,4.6,1.4,3.2
4003,Burger,Chick-fil-a,9,3,8.4,2.3,6.1
4004,Fries,Blaze pizza,5,2,5.4,0.1,5.3
4005,Pizza,Akino sushi,12,3,9.6,2.9,6.7
4006,Salad,Chipotle,3,1,7.7,1.6,6.1
4007,Parmesan cheese,Nue Vegan,5,2,8.7,7.0,1.7
4008,Parmesan cheese,Globe,3,1,8.8,0.9,7.9
4009,Parmesan cheese,Blaze pizza,1,1,1.7,0.1,1.6
4010,Beans,Nue Vegan,4,1,9.6,3.0,6.6
4011,Salad,Akino sushi,4,1,9.5,6.2,3.3
4012,Salad,Akino sushi,9,3,5.6,0.5,5.1
4013,Beans,Halal Guys,9,3,1.5,1.4,0.1
4014,Beef,Blaze pizza,4,1,4.4,1.2,3.2
4015,Tune,Blaze pizza,10,3,2.8,2.7,0.1
4016,Parmesan cheese,Blaze pizza,2,1,7.3,3.5,3.8
4017,Beef,Halal Guys,12,3,4.1,1.0,3.1
4018,Parmesan cheese,Halal Guys,2,1,2.3,0.6,1.7
4019,Salad,Globe,6,2,4.8,4.5,0.3
4020,Salad,Akino sushi,11,3,7.2,1.8,5.4
4021,Pork,Ike's,4,1,8.6,0.7,7.9
4022,Salad,Southside,6,2,8.8,0.6,8.2
4023,Pork,Nue Vegan,9,3,3.4,3.2,0.2
4024,Tune,Akino sushi,11,3,9.0,3.7,5.3
4025,Beans,Blaze pizza,10,3,3.5,0.0,3.5
4026,Beans,Chipotle,6,2,9.9,4.2,5.7
4027,Beans,Halal Guys,11,3,7.1,5.4,1.7
4028,Pizza,Southside,6,2,3.2,2.4,0.8
4029,Pork,Globe,7,2,6.9,1.0,5.9
4030,Drumsticks,Blaze pizza,7,2,1.3,0.5,0.8
4031,Pork,Nue Vegan,3,1,9.5,3.4,6.1
4032,Pizza,Globe,2,1,2.7,1.7,1.0
4033,Beans,Blaze pizza,6,2,1.1,0.4,0.7
4034,Drumsticks,Southside,6,2,3.0,2.5,0.5
4035,Beef,Akino sushi,10,3,9.4,1.9,7.5
4036,Drumsticks,Nue Vegan,5,2,3.2,2.1,1.1
4037,Parmesan cheese,Globe,7,2,6.8,2.5,4.3
4038,Burger,Flip kitchen,3,1,7.0,0.6,6.4
4039,Chicken,Southside,12,3,3.6,1.8,1.8
4040,Pizza,Chick-fil-a,12,3,3.6,1.1,2.5
4041,Salad,Chick-fil-a,11,3,4.5,3.7,0.8
4042,Beans,Chick-fil-a,3,1,5.1,5.0,0.1
4043,Pork,Nue Vegan,2,1,2.7,1.9,0.8
4044,Beef,Ike's,2,1,6.5,4.9,1.6
4045,Burger,Globe,12,3,1.2,0.5,0.7
4046,Fries,Globe,3,1,3.1,1.7,1.4
4047,Parmesan cheese,Ike's,9,3,2.5,0.7,1.8
4048,Parmesan cheese,Ike's,1,1,1.9,0.4,1.5
4049,Pork,Chipotle,2,1,9.0,8.6,0.4
4050,Chicken,Nue Vegan,11,3,3.8,0.9,2.9
4051,Fries,Southside,5,2,5.0,0.0,5.0
4052,Burger,Nue Vegan,10,3,1.5,0.7,0.8
4053,Pizza,Southside,1,1,6.1,4.6,1.5
4054,Salad,Halal Guys,11,3,5.4,2.2,3.2
4055,Beans,Akino sushi,11,3,9.5,8.4,1.1
4056,Chicken,Flip kitchen,4,1,2.7,2.4,0.3
4057,Salad,Blaze pizza,2,1,6.5,6.1,0.4
4058,Drumsticks,Blaze pizza,3,1,6.9,6.1,0.8
4059,Drumsticks,Chick-fil-a,2,1,4.4,3.4,1.0
4060,Fries,Flip kitchen,10,3,2.2,1.3,0.9
4061,Burger,Chipotle,7,2,2.0,1.3,0.7
4062,Pork,Chick-fil-a,4,1,7.6,3.8,3.8
4063,Pork,Blaze pizza,4,1,8.3,0.1,8.2
4064,Fries,Blaze pizza,7,2,9.2,9.1,0.1
4065,Beans,Flip kitchen,8,2,1.9,0.1,1.8
4066,Parmesan cheese,Flip kitchen,5,2,1.8,1.3,0.5
4067,Chicken,Flip kitchen,4,1,7.1,5.7,1.4
4068,Parmesan cheese,Halal Guys,4,1,9.0,0.4,8.6
4069,Beef,Chipotle,10,3,2.8,0.1,2.7
4070,Salad,Blaze pizza,4,1,10.0,2.2,7.8
4071,Beans,Nue Vegan,5,2,4.0,0.7,3.3
4072,Chicken,Chipotle,7,2,1.5,0.6,0.9
4073,Salad,Chipotle,12,3,8.6,3.1,5.5
4074,Burger,Halal Guys,6,2,7.5,1.4,6.1
4075,Chicken,Nue Vegan,2,1,5.2,5.2,0.0
4076,Beans,Ike's,2,1,9.3,7.2,2.1
4077,Beans,Ike's,7,2,2.0,1.1,0.9
4078,Burger,Flip kitchen,11,3,5.6,3.4,2.2
4079,Chicken,Ike's,11,3,1.2,0.5,0.7
4080,Tune,Flip kitchen,5,2,8.5,3.4,5.1
4081,Parmesan cheese,Blaze pizza,6,2,4.1,3.9,0.2
4082,Parmesan cheese,Chick-fil-a,12,3,3.2,1.7,1.5
4083,Beans,Nue Vegan,2,1,2.2,0.0,2.2
4084,Pizza,Flip kitchen,10,3,9.8,3.8,6.0
4085,Drumsticks,Ike's,3,1,5.1,1.0,4.1
4086,Beef,Halal Guys,6,2,9.0,2.3,6.7
4087,Pork,Nue Vegan,12,3,1.3,0.9,0.4
4088,Pork,Chick-fil-a,7,2,5.7,4.1,1.6
4089,Salad,Blaze pizza,9,3,6.2,4.3,1.9
4090,Chicken,Akino sushi,5,2,6.0,4.8,1.2
4091,Tune,Southside,5,2,7.0,0.3,6.7
4092,Fries,Southside,7,2,9.3,7.5,1.8
4093,Drumsticks,Chipotle,6,2,4.8,0.8,4.0
4094,Pizza,Chick-fil-a,10,3,9.5,6.7,2.8
4095,Pizza,Flip kitchen,9,3,9.8,5.5,4.3
4096,Pork,Halal Guys,2,1,3.1,1.6,1.5
4097,Beans,Chipotle,6,2,7.3,0.6,6.7
4098,Pork,Flip kitchen,5,2,8.0,1.7,6.3
4099,Drumsticks,Chipotle,5,2,3.6,2.7,0.9
4100,Tune,Ike's,2,1,7.9,7.7,0.2
4101,Burger,Blaze pizza,1,1,2.1,1.4,0.7
4102,Salad,Chipotle,3,1,8.5,7.3,1.2
4103,Parmesan cheese,Halal Guys,5,2,2.6,2.5,0.1
4104,Burger,Blaze pizza,8,2,6.1,3.2,2.9
4105,Chicken,Flip kitchen,5,2,3.9,0.5,3.4
4106,Fries,Nue Vegan,11,3,4.6,3.9,0.7
4107,Parmesan cheese,Halal Guys,7,2,3.7,1.7,2.0
4108,Salad,Akino sushi,7,2,1.1,1.0,0.1
4109,Fries,Southside,9,3,9.9,9.6,0.3
4110,Beef,Chipotle,3,1,5.9,5.3,0.6
4111,Drumsticks,Southside,8,2,3.2,1.2,2.0
4112,Burger,Akino sushi,9,3,9.8,3.7,6.1
4113,Burger,Southside,12,3,9.2,3.5,5.7
4114,Pizza,Ike's,9,3,4.1,2.6,1.5
4115,Fries,Southside,1,1,5.8,5.0,0.8
4116,Fries,Chipotle,10,3,1.6,1.3,0.3
4117,Beef,Chipotle,9,3,4.4,3.7,0.7
4118,Pizza,Ike's,7,2,7.1,6.4,0.7
4119,Beans,Blaze pizza,6,2,6.9,2.3,4.6
4120,Parmesan cheese,Globe,4,1,8.3,2.9,5.4
4121,Beans,Akino sushi,1,1,3.3,0.0,3.3
4122,Parmesan cheese,Blaze pizza,8,2,6.8,0.0,6.8
4123,Pork,Blaze pizza,1,1,2.0,0.6,1.4
4124,Drumsticks,Akino sushi,2,1,5.8,2.0,3.8
4125,Salad,Globe,2,1,3.5,3.3,0.2
4126,Fries,Nue Vegan,3,1,6.4,0.1,6.3
4127,Beans,Blaze pizza,4,1,5.2,0.8,4.4
4128,Beef,Chipotle,1,1,4.7,1.0,3.7
4129,Beef,Southside,6,2,4.1,1.7,2.4
4130,Chicken,Chipotle,7,2,5.8,1.0,4.8
4131,Fries,Akino sushi,5,2,8.7,0.7,8.0
4132,Chicken,Halal Guys,10,3,2.2,0.6,1.6
4133,Pork,Akino sushi,3,1,2.4,0.7,1.7
4134,Pork,Chick-fil-a,11,3,6.0,2.7,3.3
4135,Beans,Nue Vegan,12,3,9.2,2.4,6.8
4136,Drumsticks,Southside,6,2,5.2,1.0,4.2
4137,Beans,Southside,8,2,5.2,1.7,3.5
4138,Drumsticks,Ike's,8,2,9.6,8.5,1.1
4139,Beef,Ike's,1,1,3.3,3.0,0.3
4140,Drumsticks,Halal Guys,4,1,7.2,5.5,1.7
4141,Beans,Halal Guys,11,3,3.9,3.6,0.3
4142,Salad,Globe,3,1,4.6,2.8,1.8
4143,Pizza,Flip kitchen,12,3,9.5,8.7,0.8
4144,Fries,Blaze pizza,10,3,8.9,5.3,3.6
4145,Fries,Flip kitchen,10,3,7.2,4.5,2.7
4146,Parmesan cheese,Chick-fil-a,4,1,3.3,2.8,0.5
4147,Parmesan cheese,Akino sushi,7,2,5.0,1.0,4.0
4148,Drumsticks,Akino sushi,7,2,5.9,5.6,0.3
4149,Beans,Akino sushi,2,1,4.6,4.4,0.2
4150,Tune,Halal Guys,7,2,10.0,5.8,4.2
4151,Salad,Blaze pizza,2,1,9.4,2.7,6.7
4152,Chicken,Flip kitchen,3,1,5.3,0.9,4.4
4153,Beans,Southside,5,2,4.0,2.0,2.0
4154,Salad,Southside,6,2,1.9,0.1,1.8
4155,Chicken,Halal Guys,10,3,1.0,0.5,0.5
4156,Beef,Chick-fil-a,4,1,4.3,0.6,3.7
4157,Beans,Chick-fil-a,6,2,4.0,0.7,3.3
4158,Beef,Nue Vegan,9,3,1.4,0.5,0.9
4159,Pork,Chipotle,11,3,5.9,1.7,4.2
4160,Pork,Chipotle,8,2,8.2,6.1,2.1
4161,Drumsticks,Halal Guys,2,1,8.4,4.2,4.2
4162,Salad,Akino sushi,2,1,4.1,1.0,3.1
4163,Salad,Globe,3,1,7.6,0.4,7.2
4164,Parmesan cheese,Nue Vegan,4,1,2.5,1.0,1.5
4165,Tune,Chipotle,3,1,9.7,8.8,0.9
4166,Beef,Chick-fil-a,10,3,9.7,6.8,2.9
4167,Drumsticks,Chick-fil-a,1,1,7.6,3.6,4.0
4168,Drumsticks,Southside,11,3,4.3,0.1,4.2
4169,Burger,Ike's,1,1,2.1,2.0,0.1
4170,Drumsticks,Chick-fil-a,3,1,7.7,3.2,4.5
4171,Tune,Akino sushi,8,2,6.4,0.8,5.6
4172,Pizza,Ike's,5,2,6.6,0.8,5.8
4173,Parmesan cheese,Blaze pizza,10,3,7.9,0.5,7.4
4174,Beans,Halal Guys,8,2,9.6,8.5,1.1
4175,Beef,Chick-fil-a,12,3,3.1,2.1,1.0
4176,Salad,Akino sushi,4,1,1.3,0.8,0.5
4177,Drumsticks,Ike's,2,1,6.6,0.8,5.8
4178,Drumsticks,Blaze pizza,9,3,4.7,3.6,1.1
4179,Fries,Flip kitchen,4,1,9.3,8.2,1.1
4180,Burger,Blaze pizza,2,1,9.8,2.0,7.8
4181,Beans,Halal Guys,9,3,8.0,3.9,4.1
4182,Burger,Flip kitchen,4,1,8.6,5.5,3.1
4183,Drumsticks,Akino sushi,10,3,6.6,2.8,3.8
4184,Beef,Akino sushi,3,1,5.6,0.8,4.8
4185,Chicken,Halal Guys,8,2,4.0,2.5,1.5
4186,Burger,Halal Guys,11,3,2.4,2.4,0.0
4187,Salad,Southside,5,2,4.2,0.5,3.7
4188,Beef,Globe,2,1,4.7,2.6,2.1
4189,Beef,Blaze pizza,9,3,9.2,3.7,5.5
4190,Salad,Flip kitchen,6,2,9.4,8.0,1.4
4191,Drumsticks,Akino sushi,11,3,3.0,1.9,1.1
4192,Burger,Akino sushi,3,1,3.1,2.7,0.4
4193,Pork,Chipotle,1,1,2.1,1.9,0.2
4194,Beef,Halal Guys,2,1,6.7,2.2,4.5
4195,Burger,Halal Guys,6,2,5.5,3.9,1.6
4196,Fries,Flip kitchen,3,1,3.3,0.9,2.4
